广东,104303000
山东,95793000
河南,94024000
四川,80418000
江苏,78660000
河北,71854000
湖南,65684000
安徽,59501000
湖北,57238000
浙江,54427000
广西,46027000
云南,45966000
江西,44567000
辽宁,43746000
黑龙江,38312000
陕西,37327000
福建,36894000
山西,35712000
贵州,34746000
重庆,28846000
吉林,27462000
甘肃,25575000
内蒙古,24706000
上海,23019000
新疆,21813000
北京,19612000
天津,12939000
海南,8672000
宁夏,6301000
青海,5627000
西藏,3002000
台湾,23600903
香港,73920000
